Brand,model,transmission,fuelType,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,price
Skoda, Fabia,Manual,Petrol,2017,14898.0,150.0,64.2,1.0,54.0,1,9499
Hyundai, I20,Manual,Petrol,2016,47282.0,30.0,55.4,1.2,30.0,2,6899
Mercedes, A Class,Manual,Diesel,2014,42000.0,20.0,70.6,1.5,75.0,1,10990
Opel, Mokka X,Manual,Petrol,2019,14262.0,145.0,39.2,1.4,56.0,3,12495
Opel, Corsa,Manual,Petrol,2015,29188.0,125.0,,1.4,86.0,0,7140
Audi, A6,Automatic,Diesel,,30603.0,30.0,64.2,2.0,33.0,1,15999
Mercedes, A Class,Manual,Petrol,2017,33000.0,150.0,51.4,1.6,72.0,0,13495
Mercedes, CL Class,Semi-Auto,Diesel,2014,38312.0,30.0,62.8,2.1,64.0,4,16452
VW,golf,Manual,Petrol,2013,51223.0,30.0,57.6,1.2,33.0,1,7495
Ford, Focus,Manual,Petrol,2013,51097.0,240.0,39.2,2.0,33.0,3,9990
BMW,,Semi-Auto,,2019,11.0,145.0,65.7,2.0,,3,23450
Opel, Mokka X,Manual,Petrol,2017,38000.0,,42.2,1.6,78.0,2,9699
BMW, 3 Series,Automatic,Diesel,2019,4404.0,145.0,50.4,2.0,90.0,2,30690
Ford, Focus,Manual,Diesel,2012,46849.0,20.0,67.3,1.6,38.0,1,7000
Mercedes, E Class,Automatic,,2018,11309.0,,57.7,2.0,78.0,2,29750
Mercedes, E Class,Automatic,Diesel,2019,3443.0,145.0,67.3,2.0,,1,25989
Skoda,Superb,Semi-Auto,Petrol,2019,3389.0,145.0,38.2,2.0,45.0,3,28500
Ford, ka+,Manual,Petrol,2018,14561.0,145.0,57.7,1.2,74.0,1,8500
Ford, Fiesta,Manual,Petrol,2019,7942.0,145.0,56.5,1.0,86.0,,12698
Ford, Fiesta,Manual,Petrol,2017,26548.0,,54.3,1.2,42.0,4,7999
Opel, Astra,Semi-Auto,Petrol,2017,15500.0,125.0,51.4,1.4,82.0,1,12495
Opel, Insignia,Manual,Petrol,2017,25000.0,145.0,47.1,1.5,98.0,1,11699
Audi, A1,Manual,Petrol,2019,5432.0,145.0,47.9,1.0,63.0,0,19751
BMW, 2 Series,Semi-Auto,Diesel,2019,7060.0,145.0,49.6,2.0,36.0,2,21920
, Golf,Automatic,Diesel,2016,50122.0,20.0,58.9,1.6,90.0,3,10495
Skoda, Octavia,Manual,Diesel,2018,19756.0,145.0,68.9,1.6,73.0,3,12298
VW, Tiguan,Semi-Auto,Petrol,2019,12581.0,145.0,31.0,,39.0,4,28799
Opel, Mokka,Automatic,Diesel,2014,55000.0,150.0,53.3,0.7395338990348711,82.0,1,7995
Toyota, Aygo,Manual,Petrol,2018,19775.0,145.0,68.9,1.0,88.0,1,7995
BMW, 5 Series,Automatic,Diesel,,101153.3482853059,150.0,55.4,2.0,,1,12700
VW, Polo,Manual,Petrol,2019,13554.0,150.0,48.7,1.0,32.0,3,12690
Ford, EcoSport,Manual,Petrol,2017,32465.0,125.0,53.3,1.0,89.0,3,9998
Ford, Focus,Manual,Diesel,2017,36789.0,0.0,,1.5,93.0,4,10050
Ford, Fiesta,Manual,Petrol,2017,17378.0,,65.7,,39.0,4,9499
Toyota, Avensis,Manual,Diesel,2017,43795.0,,67.3,1.6,63.0,0,9800
Audi, A3,Semi-Auto,Petrol,2016,32272.0,200.0,40.4,2.0,34.0,4,21483
Mercedes,C Class,Automatic,Diesel,2017,13973.0,145.0,54.3,2.1,,0,23980
Ford, Galaxy,Semi-Auto,Diesel,2017,40838.0,145.0,52.3,2.0,59.0,1,18000
Toyota, Yaris,Manual,Petrol,2019,5031.0,,,,34.0,1,9485
Ford, Fiesta,Manual,Petrol,2018,34064.0,145.0,64.2,1.1,64.0,4,8691
BMW, 1 Series,Manual,Diesel,2016,27636.0,0.0,83.1,1.5,34.0,1,10599
Audi, Q3,Semi-Auto,Petrol,2015,33845.0,145.0,47.9,1.4,49.0,3,16498
BMW, 3 Series,Semi-Auto,Diesel,2017,32181.0,,,2.0,31.0,2,17980
Opel, CORSA,Manual,Petrol,2019,4261.0,145.0,43.5,1.4,62.0,1,9600
Hyundai, I30,Manual,Diesel,2017,32992.0,145.0,74.3,1.6,70.0,3,9499
Mercedes, C Class,Semi-Auto,,2017,16323.0,145.0,61.4,2.1,73.0,0,18896
Opel, Corsa,Manual,Petrol,2010,,125.0,51.4,1.4,34.0,2,3195
Audi, Q5,Semi-Auto,Petrol,2019,6000.0,145.0,32.1,2.0,70.0,3,38990
Opel, Corsa,Manual,Petrol,,23023.0,30.0,55.4,1.4,71.0,0,6575
Opel, GTC,Manual,Diesel,2016,48877.0,30.0,67.3,1.6,95.0,3,8991
Mercedes, A Class,Semi-Auto,Diesel,2019,6324.0,145.0,65.7,1.5,38.0,3,21498
Audi, A4,Manual,Diesel,2013,48261.0,30.0,64.2,2.0,30.0,0,9399
Ford, Focus,Manual,Petrol,2017,18980.0,145.0,61.4,1.0,79.0,2,10997
Toyota, Aygo,Manual,Petrol,2015,65143.0,0.0,,1.0,86.0,2,4350
Skoda, Kodiaq,Automatic,,2019,4404.0,145.0,37.7,1.5,35.0,3,22990
BMW, 4 Series,Manual,Diesel,2015,36781.0,145.0,53.3,2.0,96.0,1,14999
Toyota, Yaris,Manual,Petrol,2019,8204.0,145.0,,1.5,47.0,0,11875
Mercedes, C Class,Automatic,Diesel,2017,72400.0,145.0,60.1,2.1,37.0,4,16000
Ford, Fiesta,Manual,Petrol,2017,23851.0,125.0,54.3,1.2,51.0,1,8995
Toyota, C-HR,Automatic,Hybrid,2018,16809.0,135.0,74.3,1.8,64.0,2,23500
Ford, Focus,Manual,Diesel,2018,32148.0,150.0,74.3,1.5,41.0,1,13490
Ford, Fiesta,Manual,Petrol,2018,8966.0,,64.2,1.1,31.0,0,9520
Opel, Astra,Manual,Petrol,2016,36072.0,20.0,,1.0,63.0,,8498
BMW, 1 Series,Automatic,Diesel,2005,63547.0,265.0,42.8,2.0,95.0,3,3795
Hyundai, I10,Manual,Petrol,2014,31500.0,30.0,57.6,1.2,84.0,0,5489
Opel, Corsa,Manual,Petrol,2020,10.0,145.0,52.3,1.2,87.0,2,15998
Ford, Fiesta,Manual,Petrol,2018,16110.0,145.0,55.4,1.1,32.0,1,9695
VW,Golf SV,Manual,Diesel,2017,9761.0,20.0,,1.6,92.0,0,12950
BMW, 5 Series,Automatic,Diesel,2013,75000.0,125.0,57.6,2.0,60.0,4,10990
Hyundai, I40,Manual,Diesel,2013,76698.0,30.0,62.8,1.7,63.0,4,5495
VW, Golf,Manual,Diesel,2016,40639.0,20.0,68.9,2.0,39.0,0,11298
Ford, Mustang,Manual,Petrol,2017,17030.0,,20.9,5.0,59.0,2,27990
Hyundai, tucson,Automatic,Diesel,2016,18634.0,125.0,57.6,1.7,80.0,2,13789
VW, Tiguan,Automatic,Diesel,2018,50971.0,145.0,49.6,2.0,48.0,0,21790
Ford, EcoSport,Manual,Petrol,2017,12000.0,150.0,53.3,,40.0,4,9990
BMW, 1 Series,Semi-Auto,Diesel,2019,1214.0,145.0,51.4,2.0,79.0,3,27000
Ford, Kuga,Manual,Diesel,2016,17642.0,145.0,,2.0,67.0,4,15598
Mercedes, SL CLASS,Automatic,Petrol,2019,9393.0,145.0,31.4,4.7,92.0,0,50995
Mercedes, A Class,Manual,Petrol,2019,1738.0,145.0,47.1,1.3,74.0,,21999
Opel, Mokka,Manual,Diesel,2015,52173.0,30.0,65.7,1.6,32.0,3,7738
, 4 Series,Manual,Petrol,2016,14000.0,160.0,46.3,2.0,58.0,4,17975
VW, Golf,Manual,Diesel,2016,58088.0,20.0,67.3,2.0,74.0,0,14290
Opel, Crossland X,Manual,Petrol,2018,10127.0,145.0,47.1,1.2,45.0,0,12995
Ford, Focus,Manual,Petrol,2017,14576.0,20.0,60.1,1.0,81.0,1,10490
Mercedes, C Class,Automatic,Petrol,2014,20000.0,165.0,44.8,1.6,30.0,1,12495
VW, Tiguan,Semi-Auto,Diesel,2019,6014.0,145.0,39.8,2.0,31.0,4,26990
Mercedes, C Class,Semi-Auto,Petrol,2019,4025.0,145.0,42.2,2.0,99.0,2,32890
Mercedes, CL Class,Automatic,Petrol,,48387.0,200.0,42.8,2.0,79.0,2,19024
Ford, Kuga,Manual,Diesel,2013,35074.0,200.0,,2.0,85.0,2,10140
Mercedes, E Class,Automatic,Diesel,2016,24267.0,145.0,54.3,,86.0,3,19299
Skoda, Superb,Semi-Auto,Diesel,2018,13510.0,145.0,65.7,1.6,76.0,3,17800
Opel, Mokka X,Semi-Auto,Petrol,2018,14292.0,145.0,37.2,1.4,84.0,0,13798
Opel, Corsa,Manual,Petrol,2019,1806.0,145.0,43.5,1.4,95.0,3,9990
VW, Polo,Manual,Petrol,2016,40335.0,20.0,,1.2,57.0,4,8991
Ford, Fiesta,Manual,Petrol,2020,1500.0,145.0,58.9,1.0,94.0,0,16500
Toyota, Auris,Manual,Petrol,2017,14497.0,30.0,58.9,1.2,73.0,0,10750
Mercedes, V Class,Automatic,Diesel,2019,79.0,145.0,45.6,2.2,53.0,0,39410
Skoda, Octavia,Semi-Auto,Diesel,2016,36400.0,30.0,64.2,2.0,46.0,4,11930
VW, Polo,Manual,Petrol,2014,27896.0,145.0,47.9,1.4,93.0,3,7290
Opel, Astra,Manual,Petrol,2016,45877.0,20.0,64.2,1.0,55.0,1,8498
Ford, Ka+,Manual,Petrol,2018,,145.0,47.9,1.2,95.0,1,8616
Opel, Mokka X,Manual,Petrol,2019,20641.0,145.0,39.2,1.4,78.0,1,12498
VW, Tiguan,Semi-Auto,Diesel,2018,14406.0,145.0,39.8,2.0,31.0,1,23495
Skoda, Yeti Outdoor,Semi-Auto,Petrol,2017,16667.0,125.0,51.4,1.2,60.0,1,14997
VW, Polo,Manual,Petrol,2017,28728.0,20.0,60.1,1.2,50.0,3,9990
Mercedes, C CLASS,Semi-Auto,Petrol,2019,5661.0,145.0,46.3,1.5,71.0,2,26299
Mercedes, A Class,Manual,Diesel,2015,64002.0,,65.7,2.1,71.0,2,11000
Opel, Combo Life,Manual,Diesel,2019,6950.0,145.0,53.3,1.5,84.0,1,13998
Skoda, Octavi,Automatic,Petrol,2019,13892.0,145.0,57.7,1.0,72.0,2,14650
Opel, Mokka X,Manual,Petrol,2019,6500.0,145.0,39.2,1.4,49.0,1,12995
VW, Golf,Semi-Auto,Petrol,2019,9958.0,145.0,45.6,1.0,44.0,1,16690
VW, Golf,Manual,Petrol,2016,43000.0,200.0,39.8,2.0,87.0,2,16990
Mercedes, C Class,Semi-Auto,Petrol,2019,7521.0,145.0,45.6,1.5,37.0,1,25699
VW, Golf,Manual,Diesel,2018,18516.0,145.0,60.1,2.0,96.0,0,18495
Hyundai, I10,Manual,Petrol,2019,9290.0,145.0,92.11045520662186,1.2,65.0,3,8970
BMW, 2 Series,Automatic,Diesel,2015,41704.0,30.0,61.4,2.0,65.0,0,11999
Mercedes, C Class,Semi-Auto,Petrol,2016,14704.0,150.0,49.6,2.0,50.0,,20990
BMW, 1 Series,Manual,Diesel,2014,39719.0,30.0,65.7,2.0,36.0,2,9000
BMW, 4 Series,Semi-Auto,Diesel,2019,4940.0,150.0,65.7,2.0,67.0,0,22690
VW, Caddy Maxi Life,Semi-Auto,Diesel,2019,9277.0,145.0,54.3,2.0,30.0,1,18795
Skoda,Octavia,Semi-Auto,Diesel,2019,1787.0,277.3842544832681,72.4,1.6,77.0,2,16298
BMW, X5,Semi-Auto,,2019,5849.0,150.0,37.7,3.0,,3,51990
BMW, 3 Series,Manual,Diesel,2015,44538.0,125.0,57.6,2.0,52.0,2,14950
Skoda, Yeti Outdoor,Manual,Petrol,2017,34989.0,125.0,51.4,1.2,49.0,2,11713
Opel, Astra,Manual,Diesel,2008,99000.0,160.0,48.7,1.9,80.0,2,2250
Audi, A5,Manual,Diesel,2018,7800.0,145.0,68.9,2.0,51.0,1,23000
Mercedes, C Class,Semi-Auto,Diesel,2018,19302.0,145.0,61.4,2.1,54.0,3,22199
VW,Polo,Manual,Petrol,2020,2887.0,145.0,,1.0,48.0,3,13990
Audi, Q7,Automatic,Diesel,2016,41348.0,205.0,47.9,3.0,84.0,4,30500
Mercedes, E Class,Semi-Auto,Diesel,2017,,160.0,52.3,3.0,73.0,4,21498
Audi, A1,Manual,Diesel,2015,83390.0,0.0,80.7,1.6,33.0,0,7895
BMW, 3 Series,Manual,Diesel,2013,83000.0,30.0,62.8,2.0,97.0,2,7495
Opel, Mokka X,Automatic,Petrol,2018,7167.0,145.0,42.8,1.4,53.0,2,14990
BMW, 1 Series,Automatic,Petrol,2018,8404.0,150.0,37.2,1.5,36.0,2,15750
VW, T-Roc,Manual,Diesel,2019,10.0,145.0,50.4,1.6,56.0,3,20491
Hyundai,,Manual,Petrol,2016,15085.0,30.0,58.9,1.0,63.0,2,9560
BMW, 4 Series,Semi-Auto,Diesel,2018,10990.0,145.0,,2.0,53.0,3,22991
, Mokka X,Semi-Auto,Petrol,2017,18200.0,,43.5,1.4,88.0,4,11810
VW, Passat,Automatic,Diesel,2016,18151.0,,53.3,2.0,80.0,0,17490
VW, Golf,Semi-Auto,Diesel,2016,21269.0,125.0,56.5,2.0,76.0,,16491
Audi, A4,Automatic,Diesel,2016,40568.0,20.0,70.6,2.0,54.0,3,13899
VW, Shuttle,Manual,Diesel,2018,24511.0,150.0,47.1,2.0,99.0,1,18998
Audi, Q3,Automatic,Petrol,2019,14385.0,145.0,31.7,2.0,44.0,3,28445
Opel, Astra,Manual,Diesel,2015,39046.0,,62.8,2.0,76.0,0,6999
VW, Scirocco,Manual,Diesel,2015,51144.0,20.0,,2.0,81.0,2,10975
Opel, Astra,Manual,Diesel,2016,93120.0,0.0,85.6,1.6,71.0,0,6000
Skoda, Superb,Manual,Diesel,2018,23733.0,145.0,65.7,2.0,87.0,3,16000
Ford, Fiesta,Manual,Petrol,2017,18734.0,145.0,54.3,1.2,40.0,0,9000
Hyundai, Ioniq,Automatic,Hybrid,2018,19000.0,135.0,78.5,1.6,70.0,3,18480
Ford, Focus,Manual,Petrol,2018,21443.0,145.0,41.5,2.0,97.0,2,17995
Skoda, Yeti,Semi-Auto,Petrol,2017,45932.0,125.0,51.4,1.2,93.0,2,10499
BMW, 1 Series,Automatic,Diesel,2019,7990.0,145.0,,,67.0,4,20990
Hyundai, I20,Manual,Petrol,2017,14225.0,145.0,58.9,1.2,79.0,0,8260
Hyundai, Tucson,Manual,Petrol,2018,23091.0,145.0,44.8,1.6,50.0,0,13690
VW, Caddy Maxi Life,Manual,Diesel,2018,52890.0,,58.9,2.0,52.0,4,13498
Mercedes, C Class,Automatic,Hybrid,2015,25758.0,0.0,78.5,2.1,59.0,2,17299
Audi, A1,Semi-Auto,Petrol,2018,1643.0,145.0,64.2,1.0,61.0,2,13495
VW,,Automatic,Diesel,2019,6000.0,,45.6,2.0,90.0,4,27000
BMW, X5,Automatic,Diesel,2017,,145.0,42.8,,43.0,2,57990
Skoda, Kamiq,Manual,Petrol,2019,1125.0,145.0,47.9,1.0,91.0,3,19820
Mercedes, C Class,Semi-Auto,Diesel,2016,13457.0,30.0,,2.1,56.0,2,21995
Mercedes, B Class,Semi-Auto,Diesel,2020,,145.0,55.4,2.0,96.0,4,24419
Ford,,Semi-Auto,Petrol,2018,6834.0,,,1.0,98.0,0,15800
Mercedes, C Class,Semi-Auto,Diesel,2013,77718.0,30.0,64.2,2.1,52.0,3,7495
Toyota, Yaris,Automatic,Hybrid,2013,35289.0,0.0,80.7,1.5,35.0,2,8975
Skoda, Kamiq,Semi-Auto,Petrol,2019,1001.0,145.0,45.6,1.0,92.0,3,20450
VW, Polo,Manual,Petrol,2019,5000.0,145.0,48.7,1.0,96.0,2,13500
VW, T-Roc,Manual,Diesel,2018,11000.0,150.0,,2.0,39.0,2,20950
Ford, Focus,Manual,Petrol,2012,81000.0,145.0,47.9,1.6,39.0,4,4995
Audi, A4,Manual,Diesel,2016,28669.0,0.0,74.3,2.0,48.0,3,16499
Mercedes, E Class,Semi-Auto,Diesel,2019,1667.0,145.0,57.7,2.0,94.0,0,36000
BMW, 3 Series,Automatic,Diesel,2014,101153.3482853059,,,3.0,88.0,1,12080
Audi, A6,Automatic,Petrol,2018,16000.0,150.0,42.2,2.0,33.0,3,22000
Hyundai, Tucson,Manual,Petrol,2019,3966.0,145.0,34.9,1.6,98.0,,17500
Opel, Mokka X,Manual,Petrol,2016,14751.0,200.0,42.2,1.6,85.0,4,10298
Hyundai, I10,Manual,Petrol,2018,16281.0,145.0,60.1,1.0,88.0,4,7491
Ford, C-MAX,Manual,Petrol,2017,30557.0,160.0,44.1,1.6,80.0,1,9050
Opel, Mokka X,Manual,Petrol,2019,20536.0,145.0,39.2,1.4,94.0,4,12799
Ford, Mondeo,Manual,,2015,30100.0,145.0,48.7,1.5,40.0,4,12950
Hyundai, I40,Manual,Diesel,2016,61554.0,125.0,60.1,1.7,82.0,1,8770
Audi, A3,Semi-Auto,Petrol,2019,9316.0,,38.2,2.0,77.0,3,26184
Audi, A7,Semi-Auto,,2017,,145.0,52.3,3.0,50.0,0,24500
Ford, Fiesta,Manual,Petrol,2018,28297.0,145.0,62.8,1.0,31.0,0,10799
Skoda, Kamiq,Semi-Auto,Diesel,2019,563.0,145.0,52.3,1.6,79.0,1,21990
Mercedes, A Class,Semi-Auto,Diesel,2017,20805.0,145.0,68.9,2.1,78.0,3,18890
Opel, Corsa,Manual,Petrol,2016,33592.0,30.0,55.4,1.4,86.0,3,6199
Skoda, Fabia,Manual,Petrol,2019,5665.0,145.0,61.4,1.0,78.0,4,10650
BMW, 1 Series,Manual,Petrol,2019,1906.0,145.0,44.1,1.5,66.0,3,21000
VW, T-Roc,Manual,Petrol,2020,13952.0,150.0,44.1,1.0,86.0,3,19644
Ford, Fiesta,Manual,Petrol,2014,25702.0,0.0,65.7,1.0,53.0,3,8750
Opel, Mokka X,Automatic,Diesel,2016,37323.0,145.0,,1.6,48.0,3,11700
Ford, KA,Manual,Petrol,2015,40443.0,30.0,57.7,1.2,54.0,2,4989
Ford, Kuga,Automatic,Petrol,2018,8646.0,145.0,38.2,1.5,67.0,2,18195
Ford, Fiesta,Manual,Petrol,2018,32168.0,145.0,65.7,1.0,62.0,0,11995
Ford, Ka+,,Petrol,2018,7812.0,145.0,,1.2,30.0,3,9250
VW, Touareg,Automatic,Diesel,2017,20786.0,,94.786380415261,3.0,31.0,0,23750
VW, Polo,Manual,Petrol,2013,17638.0,125.0,51.4,1.2,54.0,0,7381
Audi, A1,Semi-Auto,Petrol,2020,4500.0,145.0,44.8,1.5,88.0,4,24000
Opel, Viva,Manual,Petrol,2017,5579.0,145.0,61.4,1.0,93.0,4,6998
Ford, Focus,Automatic,Petrol,2017,24776.0,145.0,46.3,1.5,62.0,0,12030
, 5 Series,Semi-Auto,Diesel,2019,3709.0,145.0,,3.0,96.0,0,37999
VW, Passat,Manual,Diesel,2015,61992.0,20.0,68.9,2.0,95.0,3,9295
BMW, 4 series,Automatic,Diesel,2016,41553.0,160.0,,3.0,45.0,2,19500
Mercedes, SL CLASS,Semi-Auto,Petrol,2019,1000.0,145.0,47.1,2.0,74.0,3,32299
Hyundai, Kona,Automatic,Hybrid,2019,9500.0,135.0,52.3,1.6,99.0,4,23970
Opel, Mokka,Manual,Diesel,2015,115000.0,20.0,68.9,1.6,87.0,1,5993
Ford, Ka+,Manual,Petrol,2017,7616.0,145.0,57.7,1.2,55.0,3,8200
Mercedes,,Manual,Petrol,2017,13943.0,145.0,51.4,1.6,99.0,0,15281
Skoda, Kodiaq,Automatic,Diesel,2019,12321.0,145.0,49.6,2.0,52.0,3,25498
Opel, Zafira Tourer,Manual,Petrol,2016,58825.0,,42.2,1.4,63.0,4,8495
Audi, A3,Semi-Auto,Petrol,2019,15561.0,145.0,41.5,1.5,53.0,0,22250
Opel, Zafira,Automatic,Diesel,2014,30000.0,165.0,49.6,2.0,74.0,4,9250
Skoda, superb,Manual,Diesel,2019,47700.0,145.0,64.2,2.0,64.0,1,15680
Ford, Fiesta,Manual,Petrol,2017,12901.0,150.0,,1.0,57.0,0,11500
Ford, Mondeo,Manual,Diesel,2016,63372.0,30.0,64.2,2.0,65.0,2,9495
VW, Touran,Semi-Auto,Diesel,2016,23022.0,125.0,58.9,2.0,90.0,0,16567
VW, Up,Manual,Petrol,2017,18770.0,145.0,64.2,1.0,33.0,,7999
BMW, X1,Manual,Diesel,2013,80625.0,,51.4,2.0,92.0,4,8750
VW, Passat,Semi-Auto,Diesel,2019,9959.0,145.0,48.7,2.0,30.0,4,29980
Toyota, Aygo,Manual,Petrol,,3589.0,145.0,56.5,1.0,66.0,3,10791
Ford, Focus,Manual,Petrol,2017,8813.0,145.0,,2.0,63.0,0,18800
Mercedes, C Class,Semi-Auto,Diesel,2017,23690.0,125.0,58.9,2.1,54.0,0,19998
Audi, A8,Automatic,Diesel,2018,1000.0,145.0,,3.0,58.0,2,39500
Opel, Astra,Manual,Petrol,2018,200.0,145.0,,1.4,30.0,4,12795
Ford, Fiesta,Manual,Petrol,2018,8234.0,145.0,64.2,1.1,55.0,4,10500
Ford, focus,Manual,Petrol,2017,26807.0,145.0,60.1,1.0,49.0,2,11700
Hyundai, I40,Manual,Diesel,2016,38259.0,30.0,65.7,1.7,56.0,2,9698
Ford, Kuga,Automatic,Petrol,2016,4618.0,235.0,38.2,1.5,,4,17790
VW, Golf,Manual,Petrol,2017,30201.0,,47.1,2.0,66.0,1,16998
Ford, KA,Manual,Petrol,2014,17000.0,30.0,,1.2,45.0,3,4999
Ford, S-MAX,Automatic,Diesel,2014,40000.0,300.0,39.8,2.2,88.0,1,10911
Audi, A,Manual,,2017,15322.0,145.0,56.5,1.4,42.0,0,15400
VW, Polo,Manual,Petrol,2016,23359.0,20.0,61.4,1.4,30.0,1,11660
Opel, Astra,Manual,Petrol,2018,17353.0,145.0,62.8,1.0,61.0,4,10400
Skoda, Octavia,Automatic,Petrol,2019,34.0,145.0,47.9,2.0,58.0,1,22499
Mercedes, E Class,Semi-Auto,,2019,8911.0,145.0,48.7,3.0,60.0,4,35699
VW, Shara,Automatic,Other,2019,6676.0,,41.5,2.0,69.0,0,23989
Ford, Fiesta,Manual,Petrol,2017,22000.0,,65.7,1.0,71.0,1,10000
Toyota, Yaris,Automatic,Hybrid,2015,40185.0,0.0,14.497146319970554,1.5,80.0,2,10890
Skoda, Fabia,Manual,Petrol,2018,16213.0,145.0,,1.0,58.0,0,8485
Opel, Corsa,Manual,Petrol,2018,5800.0,,,1.4,62.0,0,9599
Toyota, Aygo,Manual,Petrol,2017,12111.0,145.0,68.9,1.0,68.0,0,7845
Audi, A3,Semi-Auto,Diesel,2015,27869.0,30.0,64.2,2.0,88.0,2,14190
BMW, 3 Series,Automatic,Diesel,2012,84000.0,145.0,53.3,2.0,60.0,1,8495
Toyota, Yaris,Automatic,Petrol,2017,4159.0,30.0,58.0,1.3,87.0,2,11000
Hyundai, Tucson,Manual,Petrol,2019,90.0,145.0,34.9,1.6,87.0,4,23695
Audi, A3,Manual,Petrol,,22364.0,30.0,58.9,1.4,42.0,0,14499
Opel, Astra,Manual,Petrol,2016,21431.0,125.0,51.4,1.4,43.0,1,10036
Opel, Mokka X,Manual,Petrol,2019,4883.0,145.0,47.1,1.4,69.0,0,15698
Hyundai, Tucson,Manual,Diesel,2017,17849.0,30.0,61.7,1.7,87.0,1,13895
Mercedes, V Class,Automatic,Diesel,,7833.0,145.0,45.6,2.2,72.0,4,35699
VW, Golf,Manual,Diesel,2015,50584.0,20.0,67.3,2.9857934392613865,80.0,1,13330
Mercedes, CLS Class,Automatic,Diesel,2016,53000.0,145.0,,2.1,91.0,4,18995
Hyundai, I10,Manual,Petrol,2014,40248.0,20.0,60.1,,57.0,0,5644
Opel, Mokka X,Manual,Petrol,2017,8072.0,145.0,47.1,1.4,41.0,1,13498
Mercedes, X-CLASS,Automatic,Diesel,2018,3500.0,250.0,35.8,2.3,71.0,3,28490
Mercedes, C Class,Automatic,Diesel,2016,26239.0,20.0,64.2,2.1,97.0,4,18300
Ford, Ka+,Manual,Petrol,2019,4413.0,150.0,47.9,1.2,68.0,2,9800
VW, Touran,Semi-Auto,Petrol,2019,928.0,145.0,38.7,1.5,68.0,3,25650
BMW, 5 Series,Semi-Auto,Petrol,2017,15856.0,200.0,39.2,3.0,58.0,2,25980
Ford, Fiesta,Manual,Petrol,2017,25219.0,145.0,54.3,,67.0,4,8000
Audi, A3,Manual,,2017,26249.0,30.0,67.3,1.6,84.0,2,16000
Ford, Focus,Manual,Petrol,2017,26345.0,145.0,61.4,1.0,99.0,3,9900
VW, Polo,Manual,Petrol,,42163.0,,60.1,1.2,93.0,3,9689
Mercedes, GLC Class,Semi-Auto,Diesel,2019,8000.0,145.0,40.9,2.0,53.0,3,36000
Opel, Corsa,Manual,Diesel,2020,65.0,145.0,70.6,1.5,68.0,,17998
Opel, Corsa,Manual,Petrol,2019,10.0,145.0,43.5,1.4,86.0,1,11994
Hyundai, IX20,Manual,Diesel,2014,37666.0,30.0,64.2,1.6,74.0,1,6190
Opel, Zafira,Manual,Diesel,2014,78900.0,,53.3,2.0,81.0,1,6799
Mercedes, C Class,Automatic,Diesel,2015,34797.0,30.0,64.2,2.1,54.0,3,17900
Ford, Fiesta,Manual,Diesel,2011,66000.0,20.0,68.9,1.4,63.0,0,4495
BMW, 2 Series,Semi-Auto,Diesel,2016,28099.0,145.0,,2.0,84.0,3,17998
Ford, Focus,Manual,Petrol,2019,,145.0,58.9,1.0,93.0,1,15295
Ford, B-MAX,Manual,Petrol,2017,937.0,145.0,,1.4,88.0,0,11495
Audi, A,Semi-Auto,,,3000.0,145.0,34.9,2.0,71.0,2,35000
Mercedes, CL Class,Semi-Auto,Petrol,2019,5896.0,150.0,,2.0,81.0,4,26795
Ford, Focus,Semi-Auto,Diesel,2017,44800.0,150.0,67.3,,81.0,4,10999
Opel, Astra,Manual,Diesel,2019,10.0,,72.4,1.6,37.0,2,14495
Opel, Corsa,Manual,Petrol,2018,15024.0,145.0,55.4,1.4,85.0,3,7899
Audi, A1,Manual,Petrol,2016,32000.0,30.0,56.5,1.4,,2,12450
Mercedes, GLS Class,Automatic,Diesel,2018,18500.0,145.0,,3.0,95.0,,43289
Ford, Focus,Manual,Petrol,2019,8958.0,145.0,,1.0,67.0,3,15470
BMW, 3 Series,Semi-Auto,Diesel,2020,12.0,145.0,48.7,2.0,50.0,2,32475
Toyota, Prius,Automatic,Other,2015,28254.0,,64.2,1.8,50.0,4,21790
Skoda,,,Diesel,2019,5000.0,145.0,,2.0,53.0,3,24980
Opel, Viva,Manual,Petrol,2017,8242.0,150.0,62.8,1.0,98.0,3,5995
Mercedes, GLC Class,Semi-Auto,Diesel,2019,2424.0,145.0,42.2,2.1,91.0,2,32949
Skoda, Octavia,Manual,Diesel,2019,7465.0,145.0,,1.6,58.0,2,15490
Mercedes, E Class,Semi-Auto,Diesel,2015,17167.0,145.0,54.3,3.0,37.0,2,19498
Ford, EcoSport,Manual,Petrol,2019,1711.0,145.0,51.4,1.0,74.0,0,16798
Skoda, Roomster,Manual,Petrol,2013,21462.0,145.0,20.71009480671239,1.2,38.0,0,6099
VW, Up,Manual,Petrol,2016,13806.0,20.0,,1.0,92.0,4,7690
VW, Passat,Semi-Auto,,2019,22495.0,145.0,40.4,2.0,42.0,4,22990
, fiesta,Manual,Petrol,2009,61171.0,,49.6,1.2,48.0,4,3895
Toyota, Yaris,Manual,Petrol,2017,23827.0,30.0,58.0,1.3,95.0,1,8491
Ford, Fiesta,Manual,Petrol,2017,26394.0,145.0,,1.0,48.0,3,9991
